2019-04-18 19:30:03,"b""RT @EarlhamInst: For our latest #WomenInComputing feature, we recently asked Agatha Treveil of EI's @KorcsmarosLab what's so important abou\xe2\x80\xa6"""
2019-04-18 18:17:29,b'RT @BSeasoned: Bang Bang! Oh my goodness! #chicken #carrot #redonion #lettuce #sesameseeds with a #tahini #yoghurt #sweetchillisauce Love i\xe2\x80\xa6'
2019-04-18 17:40:00,b'Lime and Yoghurt Muffins from @SomewhatSimple #fridgg #lime #baking #brunch #muffins #yoghurt #breakfast https://t.co/D9D6gMJOaR'
2019-04-18 17:38:46,b'Bang Bang! Oh my goodness! #chicken #carrot #redonion #lettuce #sesameseeds with a #tahini #yoghurt\xe2\x80\xa6 https://t.co/YeeRFw7B2Q'
2019-04-18 16:47:44,b'Few dairy products divide people more than cottage cheese. https://t.co/OiaJtLrUjq #foodhistory #texture #diet\xe2\x80\xa6 https://t.co/IsfMDxSe0v'
2019-04-18 15:55:37,"b""RT @PCTLTD_CHEESE: Well we're about to break for #Easter \xf0\x9f\x98\x80\nWishing everyone a Happy Holidays. Don't forget to fill your tummies with plenty\xe2\x80\xa6"""
2019-04-18 13:17:08,"b""Well we're about to break for #Easter \xf0\x9f\x98\x80\nWishing everyone a Happy Holidays. Don't forget to fill your tummies with p\xe2\x80\xa6 https://t.co/NPr11ONsuf"""
2019-04-18 11:30:05,"b'What\xe2\x80\x99s so important about #yoghurt? Or is it too controversial? We posed the question to one of our #PhD students,\xe2\x80\xa6 https://t.co/S1msdwLBdy'"
2019-04-18 10:46:51,"b""RT @balachangfood: TROPICAL SHRIMP DIPPING SAUCE - for Summer 2019\nI've created a shrimp dipping sauce... it\xe2\x80\x99s fresh &amp; tropical. . great fo\xe2\x80\xa6"""
2019-04-18 09:19:04,b'#MuellerReport is this like the man from #Delmonte saying let this seasons #Yoghurt Eating to begin!!!!'
2019-04-18 09:12:22,b'Fuel up at St Vincent Street with a Healthy Me Breakfast \xf0\x9f\x98\x8b #fruit #granola #yoghurt #glasgow #santanny #foodies\xe2\x80\xa6 https://t.co/FzJKla6Pn8'
2019-04-18 07:58:38,b'Spinach and feta pie just out of the oven. Yummo! #spinach #fetta #spanakopita #healthy #baker #mountainbread\xe2\x80\xa6 https://t.co/fQ94KCPNvp'
2019-04-18 07:57:59,b'Pre-ride #smoothie. \xf0\x9f\x98\x88\xf0\x9f\x9a\xb4\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n\n#grape #cashew #yoghurt #wintermelon https://t.co/ktzYrLg9jd'
2019-04-18 07:14:16,"b""TROPICAL SHRIMP DIPPING SAUCE - for Summer 2019\nI've created a shrimp dipping sauce... it\xe2\x80\x99s fresh &amp; tropical. . gre\xe2\x80\xa6 https://t.co/mS5Z8m6BdV"""
2019-04-18 06:41:24,"b'Plain, Greek, low-fat? How to choose a healthy #yoghurt https://t.co/8YR6bunNR0 via @ConversationEDU'"
2019-04-18 04:34:50,"b'$5 for a giant 2kg bucket of chobani #greekyogurt is #cheap enough for #smoothies right through the #easter break,\xe2\x80\xa6 https://t.co/R28xWW7HoG'"
2019-04-17 23:07:01,"b'Health Benefits of Yogurt: https://t.co/IbHkkUzk19\nA good source of support for your metabolism, muscles, bones &amp; b\xe2\x80\xa6 https://t.co/mMpUX9s3Og'"
